county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"RI, Providence",0,1,5,0,1,0,0,1,0,0,1,1,0,,0,2,2,0,,
"RI, Washington",0,0,0,,,0,,0,,0,,1,1,0,0,,,0,0,
"SC, Abbeville",,0,,,,,,,,,,,,,,,,0,,
"SC, Aiken",,0,0,0,0,,1,0,,,,6,1,,,,0,,0,1
"SC, Allendale",,,0,,,,,,,,,,,,,,,,,
"SC, Anderson",,0,0,0,0,,,,,,,3,0,,,,1,0,,
"SC, Bamberg",,0,0,,,,,,,,,,,,,,,,,
"SC, Barnwell",,0,0,,,,,,,,,0,,,,,1,1,,
"SC, Beaufort",,,0,,,,,,,,,0,0,,,1,1,0,,
"SC, Berkeley",,0,0,0,,,,0,,0,,0,,,,0,0,,,
"SC, Calhoun",,0,0,,,,,,,,,,,,,,,,,
"SC, Charleston",,0,0,,1,0,1,,2,,,1,1,0,,0,1,,,0
"SC, Cherokee",,0,0,,,,,,,,,1,,,,,0,1,,
"SC, Chester",,0,0,,,,,,,,,1,,,,,0,,,
"SC, Chesterfield",,0,0,,,,,,,,,,,,,,,0,,
"SC, Clarendon",,0,,,,,0,,,,,,,,,,,,,
"SC, Colleton",,0,0,,,,,,,,,,0,,,,0,,,
"SC, Darlington",,,0,,1,,0,,,,,1,0,,,,,,0,1
"SC, Dillon",,,0,1,,,,,,,,,,,,,,,,
"SC, Dorchester",,0,1,,,,0,0,,,,0,1,1,,3,0,1,,
"SC, Edgefield",,,,0,,,,,,,,,,,,,,,,
"SC, Fairfield",,0,0,,0,,,,,,,,0,,,,,,,
"SC, Florence",,0,0,0,,0,0,,,,,0,,,,,,3,,
"SC, Georgetown",,,0,,,,,,,,,,,,,,0,0,,
"SC, Greenville",,0,0,0,0,,,,,,,2,1,1,0,,3,1,1,0
"SC, Greenwood",,0,0,,,,,,,,,2,1,,,0,0,2,,
"SC, Hampton",,0,0,,,,,,,,,,,,,,,,,
"SC, Horry",,0,0,,,0,,,,,,1,0,1,,2,2,1,0,0
"SC, Jasper",,,1,,,,,,,,0,0,,,,,0,,,
"SC, Kershaw",,0,0,0,,,,,,,,,0,,,,0,0,,
"SC, Lancaster",,0,0,,,,,,,,,,0,0,,,0,0,,
"SC, Laurens",,0,,,,,,,,,,,,,0,,1,0,,
"SC, Lee",,,0,,,,,,0,,,,,,,,,,,
"SC, Lexington",,0,2,,,,1,,,,,2,,,0,,2,,0,
"SC, Marion",,0,0,0,,,,,,,,1,0,,,,,,,
"SC, Marlboro",,,0,,,,,,,,,1,,,,,,1,,
"SC, Newberry",,0,,0,,,1,,,,,1,,,,,0,,,
"SC, Oconee",,0,1,,0,,,,,,,2,1,,,0,0,0,,
"SC, Orangeburg",,0,1,0,,1,,,,,0,1,0,,,,0,0,,
"SC, Pickens",,,0,,0,,1,,,,,1,,,,,,1,0,
"SC, Richland",,0,0,0,3,0,0,,1,,0,2,,0,,2,2,0,0,
"SC, Saluda",,0,,,,,,,,,,,,,,,0,0,,
"SC, Spartanburg",,0,0,1,,,,1,,,,0,1,,,0,1,1,0,1
"SC, Sumter",,,0,,,,,,,1,,0,0,,0,0,,1,,
"SC, Union",,1,0,,,,,,,,,,,,,,1,1,,
"SC, Williamsburg",,0,0,,,,,,,,,,,,,,,,,
"SC, York",,0,0,,,,0,0,,,,0,,,0,0,2,0,1,1
"SD, Aurora",,0,1,1,2,,,,1,,,5,,,,3,1,,,
"SD, Beadle",,0,16,2,6,2,5,2,1,,,12,8,1,1,7,2,6,0,
"SD, Bennett",,0,7,,1,,3,1,1,,,,,,2,1,,,,
"SD, Bon Homme",,0,7,0,3,1,1,,1,,,1,,,,3,2,1,,
"SD, Brookings",,0,19,1,6,6,2,0,0,0,0,9,7,0,0,6,5,5,,
"SD, Brown",,4,90,5,43,17,34,7,2,1,0,36,23,6,7,16,4,15,0,5
"SD, Brule",,1,12,,1,1,3,,,,,,3,,1,1,1,1,,
"SD, Buffalo",,0,5,,1,1,,,,,,,2,,,,,1,,
"SD, Butte",,0,47,2,4,1,7,,1,1,,,1,0,1,2,,1,,
"SD, Campbell",,0,6,,2,,1,,,,,,1,,,1,1,,,
"SD, Charles Mix",,2,27,2,6,1,3,1,1,,,2,3,2,,8,1,5,,
"SD, Clark",,0,11,0,0,1,3,1,,,,2,4,,,4,1,1,,
"SD, Clay",,0,20,,5,1,5,0,1,1,,1,2,,,1,1,4,,
"SD, Codington",,1,6,1,5,0,6,0,,1,,8,4,5,2,4,4,8,,1
"SD, Corson",,0,7,1,1,,1,1,,,,0,2,,1,,,1,,
"SD, Custer",,0,4,,1,,1,,0,,,1,,,,,,,,
"SD, Davison",,1,24,2,30,2,5,2,3,,,10,3,0,1,3,4,1,0,
"SD, Day",,0,11,0,1,2,6,,,,,4,3,1,,2,1,3,1,
"SD, Deuel",,0,2,,1,,1,,,,,1,1,,,1,1,,,
"SD, Dewey",,0,23,1,1,0,2,2,,1,,1,2,3,2,,,5,,
"SD, Douglas",,0,13,1,2,,,,,1,,1,1,,,3,1,3,,1
"SD, Edmunds",,0,8,,1,,4,2,,1,,3,1,2,1,1,,4,,1
"SD, Fall River",,0,25,1,1,1,1,0,1,1,,,,,0,,,0,,
"SD, Faulk",,2,9,,1,1,0,,,,,2,2,1,,2,2,4,,1
"SD, Grant",,1,4,1,3,2,2,1,,,,5,0,2,,1,1,1,,
"SD, Gregory",,1,11,,0,,,,0,,,0,,,,,,,1,
"SD, Haakon",,3,9,,,0,0,,,,,,,,2,,,,,
"SD, Hamlin",,0,3,0,3,,4,,,1,,4,1,3,1,4,1,1,1,
"SD, Hand",,1,8,0,2,,5,,,,0,,0,1,0,,,0,,
"SD, Hanson",,0,3,,6,1,2,,,,,3,,1,1,2,,2,,
"SD, Harding",,0,4,,,,2,,,,,,,1,,,0,,,
"SD, Hughes",,7,43,2,4,3,7,1,1,1,0,6,6,4,1,1,3,10,2,0
"SD, Hutchinson",,2,7,1,5,2,2,,,,,2,1,1,,5,3,3,,
"SD, Hyde",,1,5,,,,0,,,,,2,,,,,,1,,
"SD, Jackson",,0,6,1,1,,1,,,,,,1,1,1,,1,,,
"SD, Jerauld",,0,2,,2,,,,,,,2,1,,,2,,1,,
"SD, Jones",,0,2,,,2,,,,,,,4,,,,,,,
"SD, Kingsbury",,0,11,1,2,2,3,2,,,,8,,,2,2,1,2,1,
"SD, Lake",,1,4,,2,6,5,1,,1,,6,1,,1,4,1,2,,1
"SD, Lawrence",,0,27,1,2,1,3,,,,,1,1,1,,2,,1,,0
"SD, Lincoln",,0,11,1,5,3,6,1,0,1,,5,4,3,,10,4,11,,1
"SD, Lyman",,3,17,1,1,1,1,,,,,,1,,,,2,1,,
"SD, Marshall",,0,23,0,3,6,4,,,,,11,1,1,,3,,3,,
"SD, Mccook",,0,4,1,3,2,2,,,,,1,2,,1,3,1,,,2
"SD, Mcpherson",,0,5,1,1,,,1,,,,3,1,1,,1,1,,2,
"SD, Meade",,0,28,3,1,2,8,2,,,,0,3,2,0,0,1,2,,
"SD, Mellette",,0,5,,1,1,1,,,,,,1,,,,,1,1,1
"SD, Miner",,2,3,1,0,,2,1,,,,1,1,,,,,1,,
"SD, Minnehaha",,0,57,5,13,10,5,1,3,3,1,17,9,5,0,20,4,14,1,4
"SD, Moody",,0,1,1,2,1,1,,,,,2,2,,,,1,,,
"SD, Oglala Lakota County",,0,27,,1,1,3,,,,,,1,2,,,1,1,,
"SD, Pennington",,0,139,3,7,3,20,1,1,3,,3,11,,4,2,7,12,,
"SD, Perkins",,0,18,0,4,,2,,,,,,2,,1,,,,,
"SD, Potter",,1,14,0,,1,2,,,,,1,,,1,3,,3,,
"SD, Roberts",,0,17,1,3,4,5,0,,,,2,2,0,,,,2,,
"SD, Sanborn",,1,12,,3,,3,,1,,,3,2,1,,1,,,,0
"SD, Spink",,0,18,1,5,2,1,,0,1,,5,6,1,3,9,,4,,1
"SD, Stanley",,0,9,,3,,1,1,,,,,,,,0,,1,,
"SD, Sully",,0,8,,,1,,1,,,,1,1,,,,,2,,
"SD, Todd",,0,12,1,2,1,4,,1,,,,,,,1,,1,,
"SD, Tripp",,1,14,3,1,3,2,2,,,,1,3,1,1,,1,2,,
"SD, Turner",,0,20,1,6,6,2,1,,1,,1,1,,,3,,,1,
"SD, Union",,0,5,,2,2,,1,1,,,3,1,3,,1,,7,,
"SD, Walworth",,1,8,,1,,3,2,,,,1,2,1,1,1,1,2,,1
"SD, Yankton",,0,11,0,4,3,,0,,,1,4,3,,,2,6,5,,
"SD, Ziebach",,0,4,,,3,,,,,,,,0,,,,1,,
"TN, Anderson",,0,0,,,,,0,,,,,,,,,0,0,,
"TN, Bedford",,0,2,0,,,,,,,,,,,,,1,,,
"TN, Benton",,0,,0,,,,,,,,,,,,,,0,,
"TN, Bledsoe",,0,0,,,,,,,,,,,,,,,,,
"TN, Blount",,0,0,,,,,0,,,1,,,,1,,0,0,,
"TN, Bradley",,0,0,,0,,0,,,,,1,,,,,0,0,,
"TN, Campbell",,,0,,,,,,,,,,,,,,,0,,
"TN, Cannon",,0,,,,,,,,,,,,,,,,,,
"TN, Carroll",,0,0,,,,,,,,,,,,0,,,0,,
"TN, Carter",,0,1,0,,,1,,,,2,1,,,,,,,,
"TN, Cheatham",,,0,,,,1,,,,,,,,,,0,,,
"TN, Chester",,,,,,,,,,,,1,,,,,0,,,
"TN, Claiborne",,0,0,,,,,,,,,,,,,,,0,,
"TN, Clay",,0,0,,,,0,,,,,,,,,,,,,
"TN, Cocke",,0,0,,,,,1,,,,,,,,,,0,,
"TN, Coffee",,0,0,,,,,,,,0,,,,,,0,,,
"TN, Crockett",,1,,0,3,,,,,,,,2,,1,1,1,0,,
"TN, Cumberland",,0,0,,,,,0,1,,,,0,,,,,1,,
"TN, Davidson",,1,1,0,0,1,1,2,0,0,0,3,4,1,3,0,5,2,1,0
"TN, De Kalb",,0,0,,,,,,,,,,,,,,,,,
"TN, Decatur",,0,,,,,,,,,,,,,,,,,,
"TN, Dickson",,0,,,,,,,,,,,,,,,,0,,
"TN, Dyer",,0,0,0,,1,0,,,,,,,,,,1,0,,
"TN, Fayette",,0,,0,,,,,,,,,,1,,,0,,,
"TN, Fentress",,0,0,,,,,,,,,,,,,,,,,
"TN, Franklin",,,0,,,0,,,,,,,,,,,,,,
"TN, Gibson",,1,0,1,,1,,,0,,,,1,,,0,,0,1,
"TN, Giles",,0,0,,0,,,0,,,,,,,,,,,,
"TN, Grainger",,1,0,,,,,,,,,0,,,,,,0,,
"TN, Greene",0,0,0,1,1,,,,,,,2,,,,,,0,,
"TN, Hamblen",,0,0,,,,,,,,,0,1,,,,0,,,
"TN, Hamilton",,0,2,0,1,,0,1,0,0,,2,,1,,,4,2,0,
"TN, Hardeman",,0,,0,,,,,,,,,,,,,,0,,
"TN, Hardin",,0,1,,,,,,,,,,,,,,,0,,
"TN, Hawkins",,0,0,,0,,,,,,,1,,,,,,,,
"TN, Haywood",,1,,0,,1,,,,,,1,,,,0,,0,,
"TN, Henderson",,0,0,,,,,,,,,0,,,,1,,,,
"TN, Henry",,0,,0,,,,,,0,,,,,,,0,,,
"TN, Hickman",,0,,,,,,,,,,1,1,,,,,,,
"TN, Humphreys",0,0,,,,,,,,,,,,,,,0,,,
"TN, Jackson",,0,,,,,,,,,,,,,,,,,,
"TN, Jefferson",,0,0,,0,,,,,,,0,,,,,,0,,
"TN, Johnson",,1,1,,,,,,,,,,,,,,,,,
"TN, Knox",,1,1,0,0,,0,0,1,0,0,2,1,0,0,0,2,0,0,0
"TN, Lake",,0,,,,1,,,,,,,,,,,,0,,
"TN, Lauderdale",,0,0,,0,,,,,,,,,,,,,0,,
"TN, Lawrence",,0,0,,,,,,,,1,0,,,,,1,,,
"TN, Lewis",,0,,,,,,,,,,,,,,,,,,
"TN, Lincoln",,0,0,0,,,,,,,,,,1,,,0,,,
"TN, Loudon",,0,0,0,,0,,,,,,,,,,,0,0,,
"TN, Macon",,0,0,,,,,1,,,,,,,0,,,,,
"TN, Madison",,3,0,0,0,0,,1,,,,1,,,,,0,0,,
"TN, Marion",,0,0,,,,,1,,,,,,,,,,,,
"TN, Marshall",,0,0,,,,,,,,,,,,,,,,,
"TN, Maury",,0,0,,,,,0,,,,,,,,,0,,,
"TN, Mcminn",,0,0,,,,,,,,,,,,,,1,0,,
"TN, Mcnairy",,0,,0,,,,,,0,,,,,,,,,,
"TN, Meigs",,,0,,,,,,,,,,,,,,1,,,
"TN, Monroe",,0,0,,,,,,,,1,,,,,,0,1,,
"TN, Montgomery",,0,0,,0,1,,,1,1,,,,,,,0,0,,
"TN, Moore",,,,,,,,,,,,,,,,0,,0,,
"TN, Morgan",,0,0,,,,,,1,,,,,,,,,0,,
"TN, Obion",,0,1,0,0,1,,,,,,0,,,,,0,0,,
"TN, Overton",,0,0,,,,,,,,,,,,,,,,,
"TN, Polk",,0,0,0,,,,,,,,,,,,,,,,
"TN, Putnam",,1,0,,,,,,,,,,1,,,,,,,
"TN, Rhea",,,0,0,,,,0,,,,,,,,,,,,
"TN, Roane",,0,0,,,0,,,,,,,,1,,,,0,,
"TN, Robertson",,0,0,,0,0,,,,,1,,0,,,,0,0,0,
"TN, Rutherford",0,1,1,,,1,1,0,,,,,2,,1,,1,0,,
"TN, Scott",,0,0,,,,,,,,,,,,,,,0,,
"TN, Sequatchie",,0,0,,,,,,,,,0,,,,,,,,
"TN, Sevier",,0,0,0,,0,,,,,,,1,,,,1,0,,
"TN, Shelby",0,40,10,12,13,14,5,10,5,2,12,15,9,10,1,2,6,4,1,0
"TN, Smith",,0,0,,,,,,,,,,,,,,,,,
"TN, Stewart",,,,,,,,,,,,,0,,,,0,,,
"TN, Sullivan",,0,3,0,,,2,,,1,,,,,,,1,0,,
"TN, Sumner",,1,0,,,,,,,,,,,,1,2,1,0,,
"TN, Tipton",,0,,0,0,0,,,,,,,1,,,,1,1,,
"TN, Trousdale",,0,,,,,,,,,,,,,,,,,,
"TN, Union",,0,,,,,,,,0,,,,,,,,0,,
"TN, Warren",,0,0,,,,,1,,,,1,,,,,,0,,
"TN, Washington",,0,1,0,,,0,0,,,,1,,1,,1,1,1,,
"TN, Weakley",,3,0,0,,,,,,,,,,,,,0,,,
"TN, White",,0,0,,,,,,,,,,,,,,,0,,
"TN, Williamson",,0,1,,0,,,,,,,,,,,,0,,,
"TN, Wilson",,0,0,,,,,1,,,,,,,,,1,,,
"TX, Anderson",,0,0,0,,1,,,,,,,1,,1,1,,,,
"TX, Andrews",,,6,4,,2,1,,,,,12,1,,,,,,,
"TX, Angelina",,0,13,2,8,6,7,1,1,,1,19,1,3,5,9,,1,,1
"TX, Aransas",,0,,,,0,,,,,,,,,,,,,,
"TX, Archer",,0,0,,,,,,,,,2,,,,0,,,,
"TX, Armstrong",,0,1,,,,,,,,,,0,,2,,,,,
"TX, Atascosa",,0,0,,,,,0,,,,,,,0,,,,,
"TX, Austin",,0,,0,,,0,0,,,,1,0,2,,0,,,,
"TX, Bailey",,,7,,1,1,0,,1,,,3,2,2,1,,,1,,
"TX, Bandera",,0,0,,,,,,,,,,,,,,,,,
"TX, Bastrop",,0,0,0,,1,0,,,,,6,0,1,,5,0,,,
"TX, Baylor",,0,,,,,,,,,,0,0,,4,,,,,
"TX, Bee",,0,0,,,0,,,,,,,,,,,,,,
"TX, Bell",,0,0,,1,1,1,,,0,,10,0,0,0,2,,0,,
"TX, Bexar",,0,8,1,1,,23,1,,,,31,0,6,4,2,4,1,,0
"TX, Blanco",,0,0,,,,,,,,,1,,,,,,,,1
"TX, Bosque",,0,0,0,,,,,,,,,,,,2,,,,
"TX, Bowie",,1,0,0,0,1,1,,,,,14,0,0,,2,2,,,
"TX, Brazoria",,0,1,1,0,0,1,1,0,,0,8,0,8,0,5,0,,1,0
"TX, Brazos",,0,5,1,3,14,2,5,0,,,13,0,3,,2,0,2,,1
"TX, Brewster",,,0,,,,,,,,,1,,,,,,,,
"TX, Briscoe",,0,1,,,,,,,,,,1,4,2,,0,1,,
"TX, Brooks",,0,0,,,,,,,,,,,,,,,,,
"TX, Brown",,0,1,,,0,,0,1,,,2,,,,2,,,,
"TX, Burleson",,0,0,0,,1,,,,,,1,,,,0,,,,
"TX, Burnet",,0,2,0,,0,,0,,,,2,,,,0,,,,
"TX, Caldwell",,1,1,,,,0,,0,,,,,0,,0,,,,
"TX, Calhoun",,,0,,,,,,,,,1,,,1,,,,,
"TX, Callahan",,1,5,0,,0,,,,,,,,,,1,,,,
"TX, Cameron",,0,18,1,,3,4,,0,,,2,1,,0,0,0,1,,4
"TX, Camp",,,0,,0,0,0,,0,,,1,,,,0,,,,
"TX, Carson",,0,2,1,1,,,,,,,3,1,,1,,,1,,
"TX, Cass",,0,0,0,,,0,,,,,2,0,,2,2,,,,
"TX, Castro",,0,19,1,1,1,,1,,,,3,2,5,2,,,1,,
"TX, Chambers",,0,1,,,0,,,,,,,,2,0,,,1,,
"TX, Cherokee",,0,1,0,1,0,0,,,,,8,,,,1,,,,
"TX, Childress",,1,1,1,,0,,,,,,,1,,,,,,,
"TX, Clay",,0,1,,,,1,1,,,,,,1,1,,,,,
"TX, Cochran",,,2,2,,,,,1,,,,2,,,,,,,
"TX, Coke",,0,1,,,,,,,,,0,1,,,0,,,,0
"TX, Coleman",,0,0,,1,,,,,,,,,,,,,,,
"TX, Collin",,1,5,0,2,12,10,,1,,0,64,10,1,6,22,12,4,,5
"TX, Collingsworth",,0,1,,,,,,,,,,1,,,,,,,
"TX, Colorado",,,0,,0,,0,,0,,,1,,1,,1,,,,1
"TX, Comal",,0,,,0,,,,1,,,1,,2,,,,,,
"TX, Comanche",,0,1,,,1,,,0,,,1,,,,0,,,,
"TX, Concho",,0,,,,,,,,,,2,,,1,,,,,
"TX, Cooke",,0,5,,,1,3,,,,0,6,1,,0,0,1,0,,
"TX, Coryell",,0,0,0,,0,1,0,,,,1,0,,,0,,,,
"TX, Cottle",,0,0,,0,,,,,,,,,,,,,,,
"TX, Crosby",,3,5,1,1,,,,,5,,3,,2,,,,,,
"TX, Dallam",,0,0,1,1,,2,,,,,0,2,,0,0,,,,
"TX, Dallas",,25,63,15,34,81,25,3,16,0,1,396,16,12,23,61,26,13,1,20
"TX, Dawson",,0,0,,,,1,,,2,,2,,1,1,1,,,,
"TX, De Witt",,,0,,,,0,1,,,,2,,,,,,,,
"TX, Deaf Smith",,0,12,1,1,,,,,,,2,5,3,1,,1,0,,
"TX, Delta",,0,0,,,,,,,,,,0,,,,,,,
"TX, Denton",,1,10,0,2,5,8,2,5,0,0,183,9,4,10,20,12,2,0,7
"TX, Dickens",,0,0,,,,,,,1,,1,,,,,0,,,
"TX, Dimmit",,,,,,,,,,,,,,,,1,,,,
"TX, Donley",,0,2,0,,2,,,0,,,0,1,,,,,,,
"TX, Duval",,0,,,,,,,,,,,,,,,,,,
"TX, Eastland",,0,0,,,,,,0,,,,,0,1,1,,,,
"TX, Ector",,0,9,2,,,3,,1,,,11,1,2,,1,0,1,,
"TX, Edwards",,0,0,,,,,,,,,,,,,,,,,
"TX, El Paso",,0,34,29,11,15,37,24,22,26,5,32,16,15,16,6,14,6,16,7
"TX, Ellis",,1,5,,1,0,0,,,,,26,0,1,2,3,1,1,,1
"TX, Erath",,0,2,,0,,0,0,,,,1,,1,1,0,,,,0
"TX, Falls",,0,1,,,0,,,,,,,,,1,1,,,,
"TX, Fannin",,0,0,,,0,0,,,,,2,,,,,,,,
"TX, Fayette",,0,0,0,,0,,,,,,5,,,,0,,,,
"TX, Fisher",,0,,,,,,,,1,,1,0,,,,,,,
"TX, Floyd",,1,7,1,1,,,,1,,,1,2,3,5,,0,,1,
"TX, Foard",,,,,,,,,,1,,,1,,,,,,,
"TX, Fort Bend",,1,0,0,3,2,1,,0,,0,14,1,4,1,2,0,2,,
"TX, Franklin",,0,,,,0,1,,,,,,,,,1,,,1,
"TX, Freestone",,0,0,0,,2,1,,,,,1,0,,1,2,,,,
"TX, Frio",,0,,,,,0,1,,,,2,,,,,,,,
"TX, Gaines",,,1,2,,,,,,,,,3,,,1,,,,
"TX, Galveston",,1,1,1,2,2,1,,0,2,,1,,2,0,6,,1,0,0
"TX, Garza",,0,0,1,,,,,,0,,,0,,,,,,,
"TX, Gillespie",,0,0,,,,,0,,,,,,,,,0,,,
"TX, Glasscock",,0,,0,,,1,,,,,1,2,,,,,,,
"TX, Goliad",,0,,,,,,,,,,,,,,,,,,
"TX, Gonzales",,0,0,,,,,0,,,,,,0,1,,,,,
"TX, Gray",,0,3,,,,,0,,1,,0,,1,1,,,,,
"TX, Grayson",,0,1,,0,0,,,1,,0,12,0,0,0,6,0,0,,
"TX, Gregg",,0,12,0,3,0,1,0,,,,30,,,3,4,,2,,
"TX, Grimes",,0,0,0,0,0,0,,,,,2,0,3,1,2,,,,
"TX, Guadalupe",,0,,,1,,0,0,,,,4,1,,1,0,,1,,
"TX, Hale",,2,35,5,1,3,,1,,1,,4,4,3,1,1,,1,1,
"TX, Hall",,0,2,,,,,,,,,,,2,,,,,,
"TX, Hamilton",,0,,,,,,,,,,0,,,,1,,,,
"TX, Hansford",,0,4,,,1,,,,,,2,1,1,1,1,,1,,
"TX, Hardeman",,1,,,,,,,,,,,,,,,,,,0
"TX, Hardin",,0,1,0,1,0,3,,0,,,0,,1,,,,,,
"TX, Harris",,105,46,34,34,54,26,2,13,23,15,101,9,134,40,24,16,39,2,1
"TX, Harrison",,,3,,0,0,0,,,,,6,0,0,,0,0,,,
"TX, Hartley",,0,0,,,,1,,,,,,,,,,,,,
"TX, Haskell",,1,,1,,,0,,2,0,,0,,1,,,,1,,
"TX, Hays",,0,0,0,,0,,,,,,6,,,1,0,,,,
"TX, Hemphill",,0,1,0,,,,,,,,1,1,1,,,,,,
"TX, Henderson",,0,1,0,2,0,0,,,,,4,0,1,1,4,,,,
"TX, Hidalgo",,1,18,2,,2,3,,0,,,3,1,4,1,,,4,,6
"TX, Hill",,0,0,0,1,1,,,,,,2,,0,,,,,,1
"TX, Hockley",,0,4,4,1,,,,2,1,,,3,1,,2,1,,,
"TX, Hood",,1,0,,,,,,,,0,5,,,,2,,,,2
"TX, Hopkins",,,2,1,0,0,0,,,,,3,0,1,,4,,,,
"TX, Houston",,0,0,1,,0,0,,,,,,,,0,0,,,,
"TX, Howard",,0,0,1,,,,,,1,,1,5,,,,,,,
"TX, Hudspeth",,,0,,,,,,,1,,,1,,,,,,,
"TX, Hunt",,0,2,1,1,2,3,,0,,,15,1,,1,6,0,1,,0
"TX, Hutchinson",,0,2,1,1,,,,1,0,,1,1,1,0,,1,,,
"TX, Irion",,,0,,,,,,,,,0,,,,2,,,,
"TX, Jack",,0,,,,1,,,,,,1,,,,,,,,
"TX, Jackson",,,,0,,,,,,,,,1,,1,,,,,
"TX, Jasper",,1,,0,,0,,,,,,0,,,,0,,,,
"TX, Jeff Davis",,,0,1,,,,,,,,,0,,,,,,,
"TX, Jefferson",,8,7,6,9,20,7,1,0,,,10,1,2,4,7,,0,,1
"TX, Jim Hogg",,,,,,,,,,,,,,,0,,,,,
"TX, Jim Wells",,0,0,,,,3,,,,,,,0,1,,1,,,
"TX, Johnson",,1,3,,,,0,0,1,,,13,2,0,3,5,1,2,,0
"TX, Jones",,1,1,,,1,3,,0,,,,1,,,,,0,,0
"TX, Karnes",,0,,,,,,,,,,,,,,,1,,,
"TX, Kaufman",,0,1,0,1,2,,,,,0,11,2,,2,,,1,,
"TX, Kendall",,0,0,,,,0,,,,,,,,,,,,,
"TX, Kenedy",,,0,,,,,,,,,,,,,,,,,
"TX, Kerr",,0,0,,,,,,,,,1,,,,,,,,
"TX, Kimble",,0,,,,,,,,,,,,,,,,,,
"TX, King",,,,,,1,,,,,,,,,0,,,,,
"TX, Kinney",,0,,,,,,,,,,,,,,,,,,
"TX, Kleberg",,0,,,,,1,,,,,,,,1,,,,,
"TX, Knox",,0,0,,,,,1,1,,,,,,,1,,,,
"TX, La Salle",,0,0,0,,,,,,,,,,,,,,,,
"TX, Lamar",,0,0,0,,1,,,,,,11,0,,,2,,,,
"TX, Lamb",,0,14,,,3,1,,1,1,,1,1,2,,1,,,1,
"TX, Lampasas",,0,0,0,,0,,,,,,,0,,,,,,,
"TX, Lavaca",,,0,0,,,,,,,,1,1,,0,0,,0,,
"TX, Lee",,0,1,,,0,0,,,,,,,,,0,,,,
"TX, Leon",,0,0,0,,0,0,1,,,,,0,1,,0,,,,
"TX, Liberty",,0,0,1,,1,2,0,,,,4,,5,0,2,0,,,
"TX, Limestone",,0,0,,,1,,,,,,4,0,0,,1,1,,,
"TX, Lipscomb",,0,,1,,,,,0,,,1,,1,,,,,,
"TX, Live Oak",,0,,,,,,,,,,,0,,,,,,,
"TX, Llano",,0,0,,,,,,,,,,,,,,,,,
"TX, Lubbock",,0,51,7,8,5,5,1,0,12,,17,11,7,12,1,2,4,1,1
"TX, Lynn",,0,1,,1,,,,0,,,,,,,,,,1,
"TX, Madison",,,0,0,0,0,0,,,0,,1,,0,,0,,,,
"TX, Marion",,,0,,,,,,,,,,,,,,,,,
"TX, Martin",,,0,,,,,,,,,1,,,1,,,,,
"TX, Mason",,0,0,,,,,,,,,,,,,,,0,,
"TX, Matagorda",,,0,0,0,0,,,,,,0,0,,1,1,,,,
"TX, Maverick",,0,1,,,,,,,,,,,,,,,,,
"TX, Mcculloch",,0,0,,1,,,,,,,,0,,,,,,,
"TX, Mclennan",,4,0,1,1,4,0,,,,0,44,0,1,,7,,,,1
"TX, Mcmullen",,,,,,,,,,,,,,,,0,,,,
"TX, Medina",,0,0,,,,,,,,,,,0,,,,,,
"TX, Menard",,0,,,,,,,,,,,,,,,,,,
"TX, Midland",,0,13,2,0,1,2,,1,,,6,5,2,0,,,2,1,
"TX, Milam",,0,0,0,1,,1,,,,,1,,,,,,,,
"TX, Mills",,0,0,0,,,1,,,,,,,,,,,,,
"TX, Mitchell",,,0,,0,,,,,,,2,1,,,0,,,,
"TX, Montague",,0,0,,0,0,,,,,,2,,,,,,0,,
"TX, Montgomery",,7,18,1,6,12,1,1,6,1,3,17,3,32,16,10,2,11,0,6
"TX, Moore",,0,2,,,,,,0,,,1,1,1,2,,,,,
"TX, Morris",,0,0,,,,,,,,,,,,,0,,,,
"TX, Motley",,,0,2,,,,,,,,,,,1,,,,,
"TX, Nacogdoches",,1,1,,,0,,,,,,0,,,1,3,,,,
"TX, Navarro",,0,1,,,1,,,2,,,8,0,2,,5,,1,,
"TX, Newton",,0,1,,0,,,,,,,,,,1,1,,,,
"TX, Nolan",,0,0,0,,0,,,,1,,1,,,,,,,1,
"TX, Nueces",,2,10,0,0,21,5,0,0,,,8,2,2,0,5,1,0,,0
"TX, Ochiltree",,0,2,1,,,,,0,,,,0,1,,,,,,
"TX, Oldham",,0,1,2,,,,,,,,1,1,,1,,,,,
"TX, Orange",,8,2,3,2,7,3,0,1,,,2,,0,0,1,,1,0,2
"TX, Palo Pinto",,0,0,,,,1,,,,,,0,0,,2,0,,,
"TX, Panola",,,3,,1,,1,,,,,6,,,,,1,,,
"TX, Parker",,0,0,,0,,0,,0,,,6,,1,2,2,0,,,1
"TX, Parmer",,0,14,1,,1,,,,,,,1,2,,,,,,
"TX, Pecos",,,,1,,,0,,,0,,,,,,1,,,,
"TX, Polk",,0,1,0,,0,1,,,,,1,,1,,2,,,,
"TX, Potter",,1,14,1,1,0,,,1,1,,4,4,10,6,,1,0,1,
"TX, Presidio",,,0,0,,,,,,,,2,,,,1,,,,
"TX, Rains",,,,0,,,,,,,,1,,,,1,,,,
"TX, Randall",,3,44,6,0,0,6,1,1,1,,18,8,18,9,1,1,1,,1
