county,state,stcode,ctycode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cleveland County,North Carolina,37,45,0,4,3,1,1,0,0,3,2,1,0,0,0,1,1,0,0,1,1,0
Columbus County,North Carolina,37,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Craven County,North Carolina,37,49,0,1,1,3,0,0,0,0,1,1,0,3,4,6,7,5,7,2,5,4
Cumberland County,North Carolina,37,51,0,4,1,5,3,1,1,2,2,2,1,12,8,3,5,13,4,13,13,3
Currituck County,North Carolina,37,53,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,3,0
Dare County,North Carolina,37,55,0,3,2,0,0,1,1,1,2,0,0,4,0,3,4,3,5,3,4,2
Davidson County,North Carolina,37,57,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,3,1,0,0
Davie County,North Carolina,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Duplin County,North Carolina,37,61,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0
Durham County,North Carolina,37,63,0,6,6,9,3,0,2,1,3,0,0,3,4,1,5,1,4,3,8,2
Edgecombe County,North Carolina,37,65,1,7,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,1
Forsyth County,North Carolina,37,67,1,2,2,0,0,0,0,3,16,1,2,3,8,10,4,14,9,7,21,3
Franklin County,North Carolina,37,69,1,0,1,1,1,0,0,0,3,0,0,0,1,4,3,1,1,1,0,0
Gaston County,North Carolina,37,71,0,1,0,7,0,0,0,0,0,1,1,1,0,0,2,1,7,1,3,2
Gates County,North Carolina,37,73,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0
Graham County,North Carolina,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granville County,North Carolina,37,77,1,0,1,0,0,0,0,0,2,1,2,2,6,1,1,3,2,1,2,3
Greene County,North Carolina,37,79,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
Guilford County,North Carolina,37,81,0,0,2,1,0,2,0,2,0,4,3,6,11,15,14,4,8,2,1,1
Halifax County,North Carolina,37,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Harnett County,North Carolina,37,85,0,2,0,2,0,0,3,0,3,0,0,1,3,3,5,3,1,4,4,1
Haywood County,North Carolina,37,87,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,3,1,1,0,0
Henderson County,North Carolina,37,89,3,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,1,0,2,1
Hertford County,North Carolina,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hoke County,North Carolina,37,93,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Hyde County,North Carolina,37,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iredell County,North Carolina,37,97,0,6,7,16,4,0,0,0,1,2,2,3,4,1,3,6,11,3,2,2
Jackson County,North Carolina,37,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Johnston County,North Carolina,37,101,4,4,1,0,2,0,0,2,0,0,1,2,2,1,0,1,1,2,2,3
Jones County,North Carolina,37,103,0,3,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1
Lee County,North Carolina,37,105,1,1,1,0,0,0,0,2,1,0,0,0,0,2,1,3,0,1,4,1
Lenoir County,North Carolina,37,107,0,3,2,1,0,0,0,0,2,1,1,1,2,1,0,1,0,0,2,0
Lincoln County,North Carolina,37,109,0,2,0,0,0,1,3,0,6,0,0,1,1,3,9,2,0,1,2,2
McDowell County,North Carolina,37,111,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Macon County,North Carolina,37,113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0
Madison County,North Carolina,37,115,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,4,3,3,5
Martin County,North Carolina,37,117,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mecklenburg County,North Carolina,37,119,1,6,21,10,0,3,1,2,3,5,3,7,5,5,15,13,19,7,7,9
Mitchell County,North Carolina,37,121,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,5
Montgomery County,North Carolina,37,123,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,0
Moore County,North Carolina,37,125,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,2
Nash County,North Carolina,37,127,0,1,4,1,0,0,3,0,1,2,2,0,1,0,0,1,3,2,6,0
New Hanover County,North Carolina,37,129,3,5,8,1,0,0,0,1,0,4,3,0,3,2,1,5,2,3,0,1
Northampton County,North Carolina,37,131,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0
Onslow County,North Carolina,37,133,1,28,7,4,7,1,10,0,3,4,1,3,2,2,3,6,3,5,5,2
Orange County,North Carolina,37,135,0,3,3,5,2,2,2,1,9,10,8,5,1,0,9,2,6,4,0,5
Pamlico County,North Carolina,37,137,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0
Pasquotank County,North Carolina,37,139,0,3,0,0,0,0,0,0,2,2,1,1,2,3,0,1,0,0,1,2
Pender County,North Carolina,37,141,0,0,2,1,0,1,0,0,0,2,1,1,2,1,2,2,0,1,0,4
Perquimans County,North Carolina,37,143,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,2,1,0,0,0
Person County,North Carolina,37,145,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,2,1
Pitt County,North Carolina,37,147,0,1,1,0,0,0,0,2,2,3,1,2,0,6,1,3,9,2,3,2
Polk County,North Carolina,37,149,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Randolph County,North Carolina,37,151,0,2,1,1,1,0,0,1,0,0,1,2,7,6,11,5,6,1,4,0
Richmond County,North Carolina,37,153,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Robeson County,North Carolina,37,155,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0
Rockingham County,North Carolina,37,157,0,0,0,0,1,1,0,0,0,0,1,0,2,3,7,9,6,2,5,4
Rowan County,North Carolina,37,159,0,0,2,0,0,0,0,3,0,0,0,1,2,0,2,4,6,3,1,2
Rutherford County,North Carolina,37,161,2,0,2,0,0,1,2,0,3,0,0,2,0,1,0,1,1,1,0,0
Sampson County,North Carolina,37,163,0,1,0,0,0,0,0,0,3,1,3,0,2,4,3,3,4,2,1,1
Scotland County,North Carolina,37,165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
Stanly County,North Carolina,37,167,0,0,1,0,0,0,1,0,0,2,0,3,4,4,1,1,4,0,1,1
Stokes County,North Carolina,37,169,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,3,4,9,2
Surry County,North Carolina,37,171,0,0,0,0,0,0,0,0,0,0,1,3,1,2,9,7,8,5,12,10
Swain County,North Carolina,37,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Transylvania County,North Carolina,37,175,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Tyrrell County,North Carolina,37,177,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Union County,North Carolina,37,179,1,1,4,3,0,0,2,0,1,1,1,3,9,4,3,9,9,3,3,6
Vance County,North Carolina,37,181,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,1,0
Wake County,North Carolina,37,183,12,14,33,23,18,6,7,3,5,17,15,13,24,16,22,27,43,25,36,4
Warren County,North Carolina,37,185,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
Washington County,North Carolina,37,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Watauga County,North Carolina,37,189,0,1,2,1,0,0,0,2,0,0,1,1,1,3,2,5,7,7,23,0
Wayne County,North Carolina,37,191,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0
Wilkes County,North Carolina,37,193,0,1,0,0,0,0,0,0,1,0,2,2,2,7,4,4,7,2,3,8
Wilson County,North Carolina,37,195,0,0,0,3,0,0,1,1,2,1,1,0,1,0,1,2,0,1,0,1
Yadkin County,North Carolina,37,197,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,2,0,1
Yancey County,North Carolina,37,199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,37
Adams County,North Dakota,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barnes County,North Dakota,38,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
Benson County,North Dakota,38,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Billings County,North Dakota,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottineau County,North Dakota,38,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,2
Bowman County,North Dakota,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burke County,North Dakota,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burleigh County,North Dakota,38,15,0,0,0,0,0,0,2,0,0,1,1,0,5,0,2,3,5,4,3,4
Cass County,North Dakota,38,17,0,1,0,0,2,2,2,7,7,16,9,11,14,5,14,14,18,16,16,21
Cavalier County,North Dakota,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickey County,North Dakota,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Divide County,North Dakota,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunn County,North Dakota,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy County,North Dakota,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmons County,North Dakota,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Foster County,North Dakota,38,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley County,North Dakota,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks County,North Dakota,38,35,0,0,0,0,0,0,4,2,4,5,8,2,3,3,7,7,10,2,4,0
Grant County,North Dakota,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griggs County,North Dakota,38,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Hettinger County,North Dakota,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidder County,North Dakota,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LaMoure County,North Dakota,38,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Logan County,North Dakota,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McHenry County,North Dakota,38,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
McIntosh County,North Dakota,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
McKenzie County,North Dakota,38,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
McLean County,North Dakota,38,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Mercer County,North Dakota,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Morton County,North Dakota,38,59,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,1,0
Mountrail County,North Dakota,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson County,North Dakota,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver County,North Dakota,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembina County,North Dakota,38,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2
Pierce County,North Dakota,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey County,North Dakota,38,71,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,1
Ransom County,North Dakota,38,73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Renville County,North Dakota,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland County,North Dakota,38,77,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,1,0,2,0
Rolette County,North Dakota,38,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sargent County,North Dakota,38,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan County,North Dakota,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux County,North Dakota,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slope County,North Dakota,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark County,North Dakota,38,89,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
Steele County,North Dakota,38,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stutsman County,North Dakota,38,93,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
Towner County,North Dakota,38,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Traill County,North Dakota,38,97,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1
Walsh County,North Dakota,38,99,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,2,0,1,0
Ward County,North Dakota,38,101,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,2,4,2,2,3
Wells County,North Dakota,38,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams County,North Dakota,38,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0
Adams County,Ohio,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2
Allen County,Ohio,39,3,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0,1,0
Ashland County,Ohio,39,5,0,3,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,2,3,2
Ashtabula County,Ohio,39,7,0,1,0,1,1,0,0,0,0,0,2,0,1,0,1,3,0,1,1,1
Athens County,Ohio,39,9,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0
Auglaize County,Ohio,39,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Belmont County,Ohio,39,13,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,4,23,21,28,23
Brown County,Ohio,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Butler County,Ohio,39,17,3,1,1,0,1,0,1,1,2,3,0,1,1,0,5,1,3,4,3,2
Carroll County,Ohio,39,19,0,0,0,0,2,1,0,1,0,2,0,1,0,1,2,0,6,5,15,6
Champaign County,Ohio,39,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clark County,Ohio,39,23,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2,0,3
Clermont County,Ohio,39,25,0,3,1,1,1,0,0,0,0,0,1,1,4,0,1,4,2,1,5,7
Clinton County,Ohio,39,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Columbiana County,Ohio,39,29,1,2,2,1,0,0,1,1,0,0,0,5,0,5,5,6,9,16,12,16
Coshocton County,Ohio,39,31,0,0,3,0,1,0,0,0,0,1,2,0,0,1,7,3,5,7,18,8
Crawford County,Ohio,39,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuyahoga County,Ohio,39,35,4,8,5,4,3,4,5,8,8,2,3,4,6,12,13,14,19,25,15,15
Darke County,Ohio,39,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Defiance County,Ohio,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Delaware County,Ohio,39,41,3,6,1,1,1,0,1,1,3,2,2,5,4,10,6,1,4,8,5,3
Erie County,Ohio,39,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5
Fairfield County,Ohio,39,45,0,0,1,0,0,1,1,0,1,0,1,1,5,2,1,3,12,2,6,9
Fayette County,Ohio,39,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Franklin County,Ohio,39,49,2,5,3,9,5,5,2,1,6,5,7,7,16,18,19,16,16,15,16,20
Fulton County,Ohio,39,51,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Gallia County,Ohio,39,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,4
Geauga County,Ohio,39,55,0,1,0,0,0,0,1,1,0,3,1,0,0,1,2,0,2,4,2,1
Greene County,Ohio,39,57,0,0,0,1,1,1,1,1,1,0,4,2,0,0,2,1,3,1,1,2
Guernsey County,Ohio,39,59,0,1,1,1,0,0,0,0,0,0,2,2,1,1,1,1,7,11,24,16
Hamilton County,Ohio,39,61,0,3,7,0,7,9,2,6,4,0,5,3,8,5,3,6,13,6,14,4
Hancock County,Ohio,39,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0
Hardin County,Ohio,39,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Harrison County,Ohio,39,67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,30,8,21,14
Henry County,Ohio,39,69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Highland County,Ohio,39,71,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hocking County,Ohio,39,73,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,2
Holmes County,Ohio,39,75,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,8,2,24,11
Huron County,Ohio,39,77,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,3,0
Jackson County,Ohio,39,79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0
Jefferson County,Ohio,39,81,0,0,2,0,0,0,0,1,0,0,0,0,3,1,13,20,14,24,32,33
Knox County,Ohio,39,83,1,1,1,0,0,0,0,0,1,1,0,2,0,0,2,1,0,7,16,15
Lake County,Ohio,39,85,1,0,3,2,4,1,1,0,0,1,2,0,1,5,6,0,4,3,4,4
Lawrence County,Ohio,39,87,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,2,2,1,0
Licking County,Ohio,39,89,2,2,1,1,2,0,0,1,2,2,0,1,3,4,3,5,7,6,25,22
Logan County,Ohio,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lorain County,Ohio,39,93,0,0,3,2,2,2,1,2,0,1,1,1,0,0,0,0,0,1,2,3
Lucas County,Ohio,39,95,2,1,4,2,0,1,0,3,0,1,4,1,2,3,2,8,4,4,2,3
Madison County,Ohio,39,97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Mahoning County,Ohio,39,99,1,3,2,2,2,3,1,1,4,2,2,4,1,6,5,4,7,2,5,8
Marion County,Ohio,39,101,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Medina County,Ohio,39,103,0,1,2,0,1,0,0,0,0,0,0,0,1,2,4,4,1,7,5,2
Meigs County,Ohio,39,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
Mercer County,Ohio,39,107,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Miami County,Ohio,39,109,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Monroe County,Ohio,39,111,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Montgomery County,Ohio,39,113,0,4,0,2,1,0,1,1,2,0,0,0,5,12,8,5,8,5,7,5
Morgan County,Ohio,39,115,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morrow County,Ohio,39,117,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Muskingum County,Ohio,39,119,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,3,2,8,10,20
Noble County,Ohio,39,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
Ottawa County,Ohio,39,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
Paulding County,Ohio,39,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perry County,Ohio,39,127,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,0,1,2
Pickaway County,Ohio,39,129,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Pike County,Ohio,39,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4
Portage County,Ohio,39,133,0,2,1,2,1,1,0,1,0,0,0,1,2,4,3,9,4,8,11,6
Preble County,Ohio,39,135,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Putnam County,Ohio,39,137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Richland County,Ohio,39,139,1,5,1,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,1,3
Ross County,Ohio,39,141,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,4,1
Sandusky County,Ohio,39,143,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Scioto County,Ohio,39,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,9,4
Seneca County,Ohio,39,147,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,3,1
Shelby County,Ohio,39,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark County,Ohio,39,151,4,2,1,0,1,0,0,1,4,3,3,7,4,0,1,7,11,13,18,9
Summit County,Ohio,39,153,1,5,3,3,5,4,3,1,3,5,0,2,1,7,3,4,13,10,8,8
Trumbull County,Ohio,39,155,3,2,1,6,2,1,2,2,2,2,1,0,2,1,3,0,7,6,9,18
Tuscarawas County,Ohio,39,157,0,1,1,0,2,0,0,1,0,0,0,2,5,1,1,1,6,17,27,36
Union County,Ohio,39,159,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Van Wert County,Ohio,39,161,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Vinton County,Ohio,39,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Warren County,Ohio,39,165,1,3,1,0,1,1,0,0,0,0,0,1,3,1,5,3,1,0,2,2
Washington County,Ohio,39,167,2,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0
Wayne County,Ohio,39,169,1,0,0,0,1,1,0,1,2,1,1,1,1,2,2,1,3,5,3,14
Williams County,Ohio,39,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood County,Ohio,39,173,0,0,0,0,1,0,1,2,2,0,2,0,0,1,1,1,1,1,2,1
Wyandot County,Ohio,39,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adair County,Oklahoma,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfalfa County,Oklahoma,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atoka County,Oklahoma,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver County,Oklahoma,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beckham County,Oklahoma,40,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Blaine County,Oklahoma,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan County,Oklahoma,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caddo County,Oklahoma,40,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Canadian County,Oklahoma,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter County,Oklahoma,40,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cherokee County,Oklahoma,40,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Choctaw County,Oklahoma,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cimarron County,Oklahoma,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland County,Oklahoma,40,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coal County,Oklahoma,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comanche County,Oklahoma,40,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cotton County,Oklahoma,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig County,Oklahoma,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creek County,Oklahoma,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County,Oklahoma,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware County,Oklahoma,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewey County,Oklahoma,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County,Oklahoma,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Oklahoma,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garvin County,Oklahoma,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady County,Oklahoma,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,Oklahoma,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greer County,Oklahoma,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmon County,Oklahoma,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harper County,Oklahoma,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haskell County,Oklahoma,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
